tconst,originalTitle,startYear,runtimeMinutes,Genre,Director,Writer,Actor
tt0118884,Contact,1997,150,Drama,Robert Zemeckis,Carl Sagan,Jodie Foster
tt0118884,Contact,1997,150,Mystery,Robert Zemeckis,Carl Sagan,Jodie Foster
tt0118884,Contact,1997,150,Sci-Fi,Robert Zemeckis,Carl Sagan,Jodie Foster
tt0118884,Contact,1997,150,Drama,Robert Zemeckis,Ann Druyan,Jodie Foster
tt0118884,Contact,1997,150,Mystery,Robert Zemeckis,Ann Druyan,Jodie Foster
tt0118884,Contact,1997,150,Sci-Fi,Robert Zemeckis,Ann Druyan,Jodie Foster
tt0093029,Five Corners,1987,90,Crime,Tony Bill,John Patrick Shanley,Jodie Foster
tt0093029,Five Corners,1987,90,Drama,Tony Bill,John Patrick Shanley,Jodie Foster
tt0093029,Five Corners,1987,90,Thriller,Tony Bill,John Patrick Shanley,Jodie Foster
tt0076054,Freaky Friday,1976,95,Comedy,Gary Nelson,Mary Rodgers,Jodie Foster
tt0076054,Freaky Friday,1976,95,Family,Gary Nelson,Mary Rodgers,Jodie Foster
tt0076054,Freaky Friday,1976,95,Fantasy,Gary Nelson,Mary Rodgers,Jodie Foster
tt0113321,Home for the Holidays,1995,103,Comedy,Jodie Foster,W.D. Richter,Anne Bancroft
tt0113321,Home for the Holidays,1995,103,Comedy,Jodie Foster,W.D. Richter,Charles Durning
tt0113321,Home for the Holidays,1995,103,Comedy,Jodie Foster,W.D. Richter,Robert Downey Jr.
tt0113321,Home for the Holidays,1995,103,Comedy,Jodie Foster,W.D. Richter,Holly Hunter
tt0113321,Home for the Holidays,1995,103,Drama,Jodie Foster,W.D. Richter,Anne Bancroft
tt0113321,Home for the Holidays,1995,103,Drama,Jodie Foster,W.D. Richter,Charles Durning
tt0113321,Home for the Holidays,1995,103,Drama,Jodie Foster,W.D. Richter,Robert Downey Jr.
tt0113321,Home for the Holidays,1995,103,Drama,Jodie Foster,W.D. Richter,Holly Hunter
tt0113321,Home for the Holidays,1995,103,Romance,Jodie Foster,W.D. Richter,Anne Bancroft
tt0113321,Home for the Holidays,1995,103,Romance,Jodie Foster,W.D. Richter,Charles Durning
tt0113321,Home for the Holidays,1995,103,Romance,Jodie Foster,W.D. Richter,Robert Downey Jr.
tt0113321,Home for the Holidays,1995,103,Romance,Jodie Foster,W.D. Richter,Holly Hunter
tt0113321,Home for the Holidays,1995,103,Comedy,Jodie Foster,Chris Radant,Anne Bancroft
tt0113321,Home for the Holidays,1995,103,Comedy,Jodie Foster,Chris Radant,Charles Durning
tt0113321,Home for the Holidays,1995,103,Comedy,Jodie Foster,Chris Radant,Robert Downey Jr.
tt0113321,Home for the Holidays,1995,103,Comedy,Jodie Foster,Chris Radant,Holly Hunter
tt0113321,Home for the Holidays,1995,103,Drama,Jodie Foster,Chris Radant,Anne Bancroft
tt0113321,Home for the Holidays,1995,103,Drama,Jodie Foster,Chris Radant,Charles Durning
tt0113321,Home for the Holidays,1995,103,Drama,Jodie Foster,Chris Radant,Robert Downey Jr.
tt0113321,Home for the Holidays,1995,103,Drama,Jodie Foster,Chris Radant,Holly Hunter
tt0113321,Home for the Holidays,1995,103,Romance,Jodie Foster,Chris Radant,Anne Bancroft
tt0113321,Home for the Holidays,1995,103,Romance,Jodie Foster,Chris Radant,Charles Durning
tt0113321,Home for the Holidays,1995,103,Romance,Jodie Foster,Chris Radant,Robert Downey Jr.
tt0113321,Home for the Holidays,1995,103,Romance,Jodie Foster,Chris Radant,Holly Hunter
tt0408790,Flightplan,2005,98,Drama,Robert Schwentke,Billy Ray,Jodie Foster
tt0408790,Flightplan,2005,98,Mystery,Robert Schwentke,Billy Ray,Jodie Foster
tt0408790,Flightplan,2005,98,Thriller,Robert Schwentke,Billy Ray,Jodie Foster
tt0408790,Flightplan,2005,98,Drama,Robert Schwentke,Peter A. Dowling,Jodie Foster
